"","X","title","main_speaker","new_views","published_date","description","speaker_occupation","num_speaker","duration","comments","tags","languages","url","funny","courageous","confusing","beautiful","unconvincing","longwinded","informative","inspiring","fascinating","ingenious","persuasive","jawdrop","obnoxious","OK","top_rating","bottom_rating"
"50",50,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...","Maz Jobrani",7294785.535,"13-12-2012","Iranian-American comedian Maz Jobrani takes to the TEDxSummit stage in Doha, Qatar to take on serious issues in the Middle East -- like how many kisses to give when saying ¡°Hi,¡± and what not to say on an American airplane.","Comedian",1,431,200,"['Middle East', 'TEDx', 'comedy', 'culture', 'entertainment', 'humor', 'performance']",30,"https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar
",207,2466,60,211,136,147,104,93,40,28,135,23,7,24,"courageous","obnoxious"
"51",51,"All it takes is 10 mindful minutes","Andy Puddicombe",7244064.45,"12-01-2013","When is the last time you did absolutely nothing for 10 whole minutes? Not texting, talking or even thinking? Mindfulness expert Andy Puddicombe describes the transformative power of doing just that: Refreshing your mind for 10 minutes a day, simply by being mindful and experiencing the present moment. (No need for incense or sitting in uncomfortable positions.)","Mindfulness expert",1,564,366,"['Buddhism', 'body language', 'culture', 'happiness', 'health', 'meditation', 'mindfulness', 'productivity', 'success', 'work']",39,"https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes
",1228,384,3410,73,1404,410,829,561,134,79,197,112,48,13,"confusing","OK"
"52",52,"Why we love, why we cheat","Helen Fisher",7118140.869,"06-09-2006","Anthropologist Helen Fisher takes on a tricky topic ? love ? and explains its evolution, its biochemical foundations and its social importance. She closes with a warning about the potential disaster inherent in antidepressant abuse.","Anthropologist, expert on love",1,1407,556,"['cognitive science', 'culture', 'evolution', 'gender', 'love', 'psychology', 'relationships', 'science']",33,"https://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat
",780,177,864,345,249,2591,1083,2106,245,115,1513,394,207,111,"longwinded","OK"
"53",53,"Listening to shame","Bren? Brown",7065779.546,"17-03-2012","Shame is an unspoken epidemic, the secret behind many forms of broken behavior. Bren? Brown, whose earlier talk on vulnerability became a viral hit, explores what can happen when people confront their shame head-on. Her own humor, humanity and vulnerability shine through every word.","Vulnerability researcher",1,1238,707,"['brain', 'culture', 'psychology', 'self']",38,"https://www.ted.com/talks/brene_brown_listening_to_shame
",577,480,4958,902,951,3269,960,1267,986,103,73,55,23,39,"confusing","obnoxious"
"54",54,"The new bionics that let us run, climb and dance","Hugh Herr",6971828.476,"28-03-2014","Hugh Herr is building the next generation of bionic limbs, robotic prosthetics inspired by nature's own designs. Herr lost both legs in a climbing accident 30 years ago; now, as the head of the MIT Media Lab¡¯s Biomechatronics group, he shows his incredible technology in a talk that's both technical and deeply personal ? with the help of ballroom dancer Adrianne Haslet-Davis, who lost her left leg in the 2013 Boston Marathon bombing, and performs again for the first time on the TED stage.","Bionics designer",1,1140,316,"['dance', 'exoskeleton', 'prosthetics', 'technology']",27,"https://www.ted.com/talks/hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance
",1909,2836,1105,775,1597,789,705,35,129,11,121,14,10,12,"courageous","obnoxious"
"55",55,"Questioning the universe","Stephen Hawking",6939160.451,"04-04-2008","In keeping with the theme of TED2008, professor Stephen Hawking asks some Big Questions about our universe -- How did the universe begin? How did life begin? Are we alone? -- and discusses how we might go about answering them.","Theoretical physicist",1,612,551,"['String theory', 'evolution', 'math', 'physics', 'science', 'time', 'universe']",39,"https://www.ted.com/talks/stephen_hawking_asks_big_questions_about_the_universe
",1070,305,775,716,304,199,254,69,47,48,209,86,41,141,"funny","obnoxious"
"56",56,"Fly with the Jetman","Yves Rossy",6932655.911,"16-11-2011","Strapped to a jet-powered wing, Yves Rossy is the Jetman -- flying free, his body as the rudder, above the Swiss Alps and the Grand Canyon. After a powerful short film shows how it works, Rossy takes the TEDGlobal stage to share the experience and thrill of flying.","Jetman",1,888,120,"['adventure', 'design', 'flight', 'technology']",30,"https://www.ted.com/talks/yves_rossy_fly_with_the_jetman
",286,269,342,154,234,85,22,51,11,7,31,4,1,3,"confusing","obnoxious"
"57",57,"Every kid needs a champion","Rita Pierson",6783321.183,"03-05-2013","Rita Pierson, a teacher for 40 years, once heard a colleague say, ""They don't pay me to like the kids."" Her response: ""Kids don't learn from people they don't like.'"" A rousing call to educators to believe in their students and actually connect with them on a real, human, personal level.","Educator",1,468,632,"['children', 'education', 'motivation', 'teaching']",46,"https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion
",5946,981,1137,1640,1297,458,230,665,114,159,12,26,23,15,"funny","persuasive"
"58",58,"Depression, the secret we share","Andrew Solomon",6693705.041,"19-12-2013","""The opposite of depression is not happiness, but vitality, and it was vitality that seemed to seep away from me in that moment."" In a talk equal parts eloquent and devastating, writer Andrew Solomon takes you to the darkest corners of his mind during the years he battled depression. That led him to an eye-opening journey across the world to interview others with depression -- only to discover that, to his surprise, the more he talked, the more people wanted to tell their own stories.","Writer",1,1761,767,"['TEDx', 'culture', 'depression', 'medicine', 'mental health', 'suicide']",33,"https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share
",3178,4031,1253,2227,34,1710,171,442,282,145,30,30,142,112,"courageous","persuasive"
"59",59,"My journey to yo-yo mastery","BLACK",6690624.166,"20-04-2013","Remember the days you struggled just to make a yo-yo spin, and if you were really fancy, to ¡°walk the dog¡±? You ain¡¯t seen nothin¡¯ yet. Japanese yo-yo world champion BLACK tells the inspiring story of finding his life's passion, and gives an awesome performance that will make you want to pull your yo-yo back out of the closet.","Yo-yo champion",1,628,219,"['dance', 'entertainment', 'performance', 'toy']",35,"https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery
",533,625,514,114,410,28,122,36,16,69,36,5,10,57,"courageous","jawdrop"
"60",60,"A performance of ""Mathemagic""","Arthur Benjamin",6648420.405,"13-12-2007","In a lively show, mathemagician Arthur Benjamin races a team of calculators to figure out 3-digit squares, solves another massive mental equation and guesses a few birthdays. How does he do it? He¡¯ll tell you.","Mathemagician",1,914,604,"['education', 'entertainment', 'magic', 'math', 'performance']",44,"https://www.ted.com/talks/arthur_benjamin_does_mathemagic
",3710,1944,340,817,429,2152,168,84,114,182,7196,314,128,151,"persuasive","inspiring"
"61",61," Hidden miracles of the natural world","Louie Schwartzberg",6508620.983,"09-04-2014","We live in a world of unseeable beauty, so subtle and delicate that it is imperceptible to the human eye. To bring this invisible world to light, filmmaker Louie Schwartzberg bends the boundaries of time and space with high-speed cameras, time lapses and microscopes. At TED2014, he shares highlights from his latest project, a 3D film titled ""Mysteries of the Unseen World,"" which slows down, speeds up, and magnifies the astonishing wonders of nature.","Filmmaker",1,444,208,"['bacteria', 'film', 'insects', 'nanoscale', 'nature', 'photography']",38,"https://www.ted.com/talks/louie_schwartzberg_hidden_miracles_of_the_natural_world
",2341,1139,2591,704,977,201,52,15,35,31,97,20,9,30,"confusing","obnoxious"
"62",62,"The history of our world in 18 minutes","David Christian",6470621.096,"11-04-2011","Backed by stunning illustrations, David Christian narrates a complete history of the universe, from the Big Bang to the Internet, in a riveting 18 minutes. This is ""Big History"": an enlightening, wide-angle look at complexity, life and humanity, set against our slim share of the cosmic timeline.","Historian",1,1060,542,"['Internet', 'big bang', 'cosmos', 'history', 'humanity', 'universe', 'visualizations']",37,"https://www.ted.com/talks/david_christian_big_history
",2304,1726,1238,452,224,66,47,526,469,147,82,78,48,345,"funny","informative"
"63",63,"Teach every child about food","Jamie Oliver",6421459.556,"12-02-2010","Sharing powerful stories from his anti-obesity project in Huntington, West Virginia -- and a shocking image of the sugar we eat -- TED Prize winner Jamie Oliver makes the case for an all-out assault on our ignorance of food.","Chef, activist",1,1313,1137,"['business', 'education', 'food', 'global issues', 'health', 'obesity']",49,"https://www.ted.com/talks/jamie_oliver
",1413,3316,1547,4779,359,2606,99,844,297,470,249,113,109,69,"beautiful","OK"
"64",64,"Why we have too few women leaders","Sheryl Sandberg",6380215.442,"21-12-2010","Facebook COO Sheryl Sandberg looks at why a smaller percentage of women than men reach the top of their professions -- and offers 3 powerful pieces of advice to women aiming for the C-suite.","COO, Facebook",1,898,868,"['Gender equality', 'business', 'feminism', 'goal-setting', 'leadership', 'technology', 'women', 'women in business']",46,"https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders
",3817,1084,1149,1360,447,128,228,466,129,171,236,86,52,51,"funny","OK"
"65",65,"Why good leaders make you feel safe","Simon Sinek",6327691.324,"20-05-2014","What makes a great leader? Management theorist Simon Sinek suggests, it¡¯s someone who makes their employees feel secure, who draws staffers into a circle of trust. But creating trust and safety ? especially in an uneven economy ? means taking on big responsibility.","Leadership expert",1,719,294,"['business', 'leadership', 'military', 'work']",38,"https://www.ted.com/talks/simon_sinek_why_good_leaders_make_you_feel_safe
",8569,1825,645,789,1149,1734,1293,154,45,81,24,190,50,20,"funny","OK"
"66",66,"The surprising habits of original thinkers","Adam Grant",6284618.866,"01-04-2016","How do creative people come up with great ideas? Organizational psychologist Adam Grant studies ""originals"": thinkers who dream up new ideas and take action to put them into the world. In this talk, learn three unexpected habits of originals -- including embracing failure. ""The greatest originals are the ones who fail the most, because they're the ones who try the most,"" Grant says. ""You need a lot of bad ideas in order to get a few good ones.""","Organizational psychologist",1,925,135,"['business', 'creativity', 'curiosity', 'decision-making', 'exploration', 'failure', 'innovation', 'invention', 'leadership', 'motivation', 'personal growth', 'potential', 'success', 'work']",33,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
",1017,1394,2755,314,171,690,343,683,23,90,34,40,73,12,"confusing","OK"
"67",67,"Can you really tell if a kid is lying?","Kang Lee",6224891.034,"13-05-2016","Are children poor liars? Do you think you can easily detect their lies? Developmental researcher Kang Lee studies what happens physiologically to children when they lie. They do it a lot, starting as young as two years old, and they're actually really good at it. Lee explains why we should celebrate when kids start to lie and presents new lie-detection technology that could someday reveal our hidden emotions.","Developmental researcher",1,816,107,"['body language', 'children', 'communication', 'decision-making', 'intelligence', 'motivation', 'parenting', 'psychology', 'teaching']",38,"https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying
",348,133,109,1018,854,205,733,204,3,342,26,12,9,3,"beautiful","fascinating"
"68",68,"The power of believing that you can improve","Carol Dweck",6189581.211,"18-12-2014","Carol Dweck researches ¡°growth mindset¡± ? the idea that we can grow our brain's capacity to learn and to solve problems. In this talk, she describes two ways to think about a problem that¡¯s slightly too hard for you to solve. Are you not smart enough to solve it ¡¦ or have you just not solved it yet? A great introduction to this influential field.","Psychologist",1,620,203,"['TEDx', 'brain', 'business', 'education', 'intelligence', 'personal growth', 'psychology']",41,"https://www.ted.com/talks/carol_dweck_the_power_of_believing_that_you_can_improve
",904,1612,3079,847,262,117,105,635,344,215,87,74,39,44,"confusing","obnoxious"
